fat method lab
5.19  A  1
5.09  A  1
4.09  A  2
3.99  A  2
3.75  A  2
4.04  A  2
4.06  A  2
4.62  A  3
4.32  A  3
4.35  A  3
4.59  A  3
3.71  A  4
3.86  A  4
3.79  A  4
3.63  A  4
3.26  B  1
3.48  B  1
3.24  B  1
3.41  B  1
3.35  B  1
3.04  B  1
3.02  B  2
3.32  B  2
2.83  B  2
2.96  B  2
3.23  B  2
3.07  B  2
3.08  B  3
2.95  B  3
2.98  B  3
2.74  B  3
3.07  B  3
2.70  B  3
2.98  B  4
2.89  B  4
2.75  B  4
3.04  B  4
2.88  B  4
3.20  B  4

